,question,passage,seq_label,ans
114,Tanggal berapakah ditandatanganinya kontrak operasi bersama antara Pertamina dan KBC LLC berkaitan dengan pengembangan lapangan panas bumi ?,"Proyek KBC merupakan salah satu proyek pengembangan Pembangkit Listrik Tenaga Panasbumi ( PLTP ) di lapangan panas bumi Karaha Bodas . Pada tanggal 28 November 1994 telah ditandatangani dua kontrak , yakni kontrak operasi bersama antara Pertamina dan Karaha Bodas Company LLC berkaitan dengan pengembangan lapangan panas bumi dan kontrak penjualan energi antara Pertamina , KBC , dan PLN yang akan bertindak sebagai pembeli tenaga listrik yang dihasilkan .","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B', 'I', 'I', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",Tidak ditemukan
115,"Pada tanggal berapakah , Dewa Beratha menyatakan akan merekomendasikan untuk tidak melanjutkan proyek geotermal di Bali","Geotermal memang direkomendasikan oleh dunia internasional karena ramah lingkungan . Namun karena Bali memiliki budaya dan agama yang menyangkut kesakralan lingkungan , maka proyek geotermal itu akan direkomendasikan untuk tidak dilanjutkan , kata Gubernur Bali Dewa Beratha seusai menghadiri rapat pandangan fraksi di DPRD Bali , Denpasar , Rabu ( 19/10 ) .","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B', 'O', 'O']",kata gubernur bali
116,Apa nama program yang ditawarkan oleh Jerman untuk mengurangi emisi gas rumah kaca ?,Penggunaan kompor ini sejalan dengan target pengurangan emisi karbondioksida di atmosfer berdasarkan Protokol Kyoto . Jerman pun menawarkannya dalam kerangka CDM ( Clean Development Mechanism ) untuk memenuhi target di atas .,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B', 'I', 'I', 'I', 'I', 'I', 'O', 'O', 'O', 'O', 'O', 'O']",jerman pun menawarkannya dalam kerangka cdm ( clean development mechanism ) untuk memenuhi target di atas
117,"Apakah nama film yang masuk nominasi FFI 2005 , diproduksi oleh PT Sinemart Pictures karya Hanung Bramantyo ?","Diurutkan sesuai dengan ranking , film-film tersebut adalah Ketika ( PT Demi Gisela Citra Sinema ) dengan sutradara Deddy Mizwar , Janji Joni ( PT Kalyana Shira Film ) sutradara Joko Anwar , Gie ( PT Miles Films ) arahan Riri Riza , Tentang Dia ( PT Sinemart Pictures ) arahan Rudy Soedjarwo , Brownies ( PT Sinemart Pictures ) karya Hanung Bramantyo , Virgin ( PT Kharisma Starvision ) karya Hanny R Saputra , dan Detik Terakhir ( PT Indika Cipta Media ) dengan sutradara Nanang Istiabudi .","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",virgin
118,Apakah judul buku yang ditulis Bill Emmott pada tahun 1989 mengenai perekonomian Jepang ?,"Matahari itu terbenam juga ! Demikian Bill Emmott menuliskan lewat bukunya berjudul "" The Sun Also Sets "" pada 1989 . Buku itu ditulis karena pada awal 1990 - an , perekonomian Jepang sudah melesu . Indeks saham Nikkei , harga rata-rata 225 perusahaan blue chips Jepang tak pernah lagi menyentuh angka 21.000 poin , dan kini paling tinggi 12.000 poin .","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B', 'I', 'I', 'I', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",sudah melesu
119,Di manakah kapal Yo To saat ini berada ?,"Kapal tersebut langsung ditahan dan sampai saat ini masih berada di dermaga Pelabuhan Tanjung Intan Cilacap . Kapal Yo To milik PT Baruna Mekar - perusahaan jasa pelayaran asal Jakarta . Dari 528 minyak solar di kapal Yo To , sebagian di antaranya diduga berasal dari PT Wijaya Kusuma milik HNSI Cilacap .","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B', 'I', 'I', 'I', 'I', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",dermaga pelabuhan tanjung intan cilacap
120,Gasohol berpotensi untuk menggantikan bahan bakar apa,"Sedangkan bioetanol memiliki senyawa kimia alkohol sama dengan yang ditemukan pada bir dan anggur . Pembuatannya juga melalui fermentasi biomasa yang berkandungan karbohidrat tinggi seperti tepung singkong , tebu , atau selulosa . Penggunaan bioetanol dicampur bensin untuk kendaraan disebut gasohol .","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B', 'O', 'O', 'O', 'O', 'O']",penggunaan bioetanol dicampur bensin untuk kendaraan disebut gasohol
121,Berapakah jumlah harimau Sumatera yang tersisa di seluruh Sumatera saat ini ?,"Berdasarkan kasus tersebut , perilaku harimau memangsa manusia memicu pemerintah dan masyarakat setempat agar mengelola hutan dengan memerhatikan keseimbangan lingkungan . Harimau merupakan indikator keseimbangan lingkungan hutan dan sudah selayaknya dilestarikan . Di seluruh Sumatera saat ini harimau sumatera yang tersisa hanya 400-500 ekor saja .","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B', 'I', 'O', 'O']",hanya 400 - 500 ekor saja .
122,"Berapa jumlah orangutan Sumatera yang tersisa menurut perkiraan ahli orangutan dari Belanda , Herman Rijksen dan Meijaard , pada tahun 1997 ?","Ahli orangutan dari Belanda , Herman Rijksen dan Meijaard s , memperkirakan pada tahun 1997 jumlahnya 12.770 ekor . CP van Schaik memperkirakan per tahunnya 1.000 orangutan sumatera lenyap dari ekosistem Leuser . SA Wich dan kawan-kawan memperkirakan , pada akhir tahun 2002 , jumlah orangutan sumatera itu hanya sekitar 3.400 ekor saja . Tragis !","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B', 'I', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","[CLS] berapa jumlah orangutan sumatera yang tersisa menurut perkiraan ahli orangutan dari belanda , herman rijksen dan meijaard , pada tahun 1997 ? [SEP]"
123,Siapa Duta Besar AS untuk PBB ?,"Tanggapan agak keras atas laporan yang sangat rinci dari tim Volcker disampaikan Dubes AS untuk PBB John Bolton . Mengidentifikasi mereka yang gagal melaksanakan tanggung jawab merupakan sebuah bagian yang penting dari proses . Memproses mereka yang melakukan kesalahan juga sama pentingnya , katanya .","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B', 'I', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",john bolton
124,Usulan budaya apakah di Indonesia yang laporannya langsung diterima UNESCO dan kemudian diakui sebagai warisan dunia di tahun 2005,"Setelah wayang dua tahun silam , kini giliran keris Indonesia diakui sebagai salah satu warisan budaya dunia yang mesti dilestarikan . Pengakuan UNESCO di Paris 25 November lalu itu tentu merupakan percikan berita segar di tengah serba keterpurukan Indonesia akhir-akhir ini .","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",Tidak ditemukan
125,Apakah nama PLTD di Glugur yang berkapasitas 123 MW ?,"Kebutuhan listrik wilayah Sumut dan Nanggroe Aceh Darussalam siang hari 765 MW dan saat beban puncak ( pukul 18.00- 23.00 ) 1.040 MW . Kini ada empat pembangkit listrik di Sumut , yaitu PLTGU Sicanang di Belawan ( 1.078 MW ) , PLTD Paya Pasir di Glugur , Medan ( 123 MW ) , PLTA Sipansihoras di Tapanuli Tengah ( 50 MW ) , dan kerja sama dengan PT Inalum-PLTA Asahan II ( 630 MW ) . ( bil )","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B', 'I', 'I', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",paya pasir
126,Apa nama penghargaan terhadap perbankan syariah tingkat global ?,"Sementara itu , Presiden Direktur Karim Business Consulting Pte Ltd Adiwarman A Karim mengatakan , untuk tahun ini penghargaan terhadap perbankan syariah dibagi menjadi dua bagian , yakni Penghargaan Bank Islam Internasional ( IIBA ) untuk tingkat global dan Penghargaan Kualitas Perbankan Islam ( IBQA ) 2005 untuk tingkat lokal . Penghargaan internasional itu sendiri terdiri atas lima kategori , yakni kategori bank syariah yang paling untung , bank tercepat dalam hal pertumbuhan pembiayaannya , bank syariah terbaik di kawasan , bank terefisien , dan bank syariah yang tercepat pertumbuhan asetnya .","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B', 'I', 'I', 'I', 'I', 'I', 'I', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",untuk tahun ini penghargaan terhadap perbankan syariah dibagi menjadi dua bagian
127,"Pada tahun kapankah Dr . Setijati dan Dr Dani Hilman Natawijaya meraih penghargaan ilmu pengetahuan dan teknologi Indonesia , Sarwono Prawirohardjo ?","Jakarta , Kompas - Penghargaan ilmu pengetahuan dan teknologi Indonesia tahun 2005 Sarwono Prawirohardjo diraih oleh dua peneliti , yakni Dr Setijati Sastrapradja dan Dr Dani Hilman Natawijaya . Kedua peneliti itu dinilai telah memberikan sumbangan sangat besar dalam pengembangan iptek di Tanah Air .","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",2005
128,Di manakah letak tiga buah danau yang mengalami pendangkalan hebat ?,"Kenohan , Kompas - Tiga buah danau yang terdapat di hulu Sungai Mahakam , Kalimantan Timur , mengalami pendangkalan hebat . Ini ditandai dengan munculnya daratan-daratan baru di tengah danau . Tiga danau besar tersebut adalah Danau Melintang seluas 11.000 hektar , Semayang seluas 13.000 hektar , dan Jempang seluas 15.000 hektar .","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B', 'I', 'I', 'I', 'I', 'I', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",di hulu sungai mahakam
129,Siapakah Menteri Tenaga Kerja dan Transmigrasi,"Di ruang dialisis RSPI , Presiden didampingi Menteri Tenaga Kerja dan Transmigrasi Fahmi Idris dan Sekretaris Kabinet Sudi Silalahi , sedangkan Nurcholish didampingi Omi Komariah , istrinya .","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B', 'I', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",Tidak ditemukan
130,Apa istilah untuk gaya khas teater yang diciptakan Harold Pinter ?,"Begitu melekatnya Pinter dengan gaya khas tersebut , sampai ada istilah dalam bahasa Inggris untuknya , yakni "" pinteresque "" . Itu kata sifat untuk menggambarkan suasana teater yang penuh keheningan dan pesan-pesan yang disampaikan secara tidak langsung .","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",itu kata sifat untuk menggambarkan suasana teater yang penuh keheningan dan pesan - pesan yang disampaikan secara tidak langsung
131,Dimanakah seekor kijang milik Taman Wisata Bumi Kedaton Bandar Lampung ditemukan terjerat perangkap babi hutan,"Dalam waktu sebulan , dua hewan dilindungi di Taman Wisata Bumi Kedaton ( TWBK ) Bandar Lampung , yakni beruang madu ( Helarctos malayanus ) dan kijang ( Muntiacus muntjak ) , mati mengenaskan . Beruang madu diduga mati karena stres , sementara kijang mati karena luka cukup parah . Kijang itu ditemukan terjerat perangkap babi hutan di Kotabumi , Lampung Utara .","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B', 'I', 'I', 'I', 'O']","kijang itu ditemukan terjerat perangkap babi hutan di kotabumi , lampung utara"
132,Kepada siapakah daya listrik hasil pembangkit listrik dengan bahan baku sampah akan dijual ?,"Rencananya , daya listrik tersebut akan dijual ke PLN dengan harga sesuai pasar untuk menutup defisit pasokan selama ini .","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",rencananya
133,Di negara manakah kota Karlsruhe berada ?,"Oskar Lafontaine , aktivis Partai Kiri-Partai Sosialisme Demokratik ( Partai Kiri-PDS ) , menyebutkan betapa partai-partai besar Jerman telah membawa negeri pada kondisi yang meninggalkan kepentingan rakyat kecil . Perubahan radikal hanya bisa dilakukan partai independen seperti Partai Kiri , yang tetap setia pada "" nilai-nilai kekirian "" .","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",[SEP]
134,Kapankah kesepakatan Oslo antara Israel dan Palestina dimotori oleh Mubarak ?,"Dan Mubarak pun dalam sebagian besar lawatannya ke luar negeri , dibuat untuk misi Palestina . Karena itu , Mubarak berandil besar di balik tercapainya kesepakatan Oslo antara Israel dan Palestina tahun 1993 .","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B', 'O']",1993
135,Dari negara manakah Ayrton Senna berasal ?,"Lomba tahun ini tinggal menyisakan tiga grand prix terakhir , yakni di Sao Paolo ( Brasil ) 25 September , di Suzuka ( Jepang ) 19 Oktober , dan di Shanghai ( China ) 16 Oktober . Alonso cukup menjadi juara ketiga sekaligus merebut nilai enam di salah satu dari tiga lomba itu .","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",Tidak ditemukan
136,siapa nama pengarang buku Katalog Film Indonesia 1926-2005 terbitan Nalar,"Film Indonesia pertama yang laris adalah Terang Boelan ( 1937 ) , yang juga melahirkan pasangan romantis pertama , Roekiah-Rd Mochtar . Biar ceritanya berbeda , film dengan judul yang sama terbit pula pada tahun 1950 . Judul itu , Terang Bulan , menerapkan Ejaan Suwandi yang antara lain mengubah oe jadi u mulai tahun 1947 . Namun , dalam buku film yang digarap JB Kristanto itu , pendukung Terang Boelan adalah Roekiah , bukan Rukiah .","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B', 'I', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",[SEP]
137,"kabupaten manakah yang termasuk salah satu penghasil jagung yang cukup besar , dan akan dijadikan salah satu daerah penyangga untuk program swasembada jagung 2007 oleh pemerintah pusat ?","Blora , Kompas - Sampai awal Agustus , tanaman padi yang dinyatakan puso di Kabupaten Blora , Jawa Tengah , mencapai 3.201 hektar .","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B', 'I', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",[SEP]
138,Siapa keturunan ke - 12 Ratu Balaw ?,"Haji Choldin Ismail Balaw ( Sutan Gusti Putra Balaw ) , keturunan ke - 12 Ratu Balaw , mengungkapkan , situs bersejarah itu terletak sangat dekat dengan pusat kota . Dia khawatir , apabila tidak segera diselamatkan , situs itu akan rusak dan peninggalan bersejarah di sana akan hilang .","['B', 'I', 'I', 'I', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",haji choldin ismail balaw
139,"Siapa yang memimpin rapat kabinet terbatas melalui videoconference dari Missouri , Amerika Serikat ,","Jakarta , Kompas - Presiden Susilo Bambang Yudhoyono memimpin rapat kabinet terbatas melalui videoconference dari Missouri , Amerika Serikat , Senin ( 12/9 ) . Rapat kabinet jarak jauh ini akan dilakukan setiap hari selama Presiden berada di AS .","['O', 'O', 'O', 'O', 'B', 'I', 'I', 'I', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",Tidak ditemukan
140,"berapa keping VCD yang telah dicetak dan diedarkan secara cuma-cuma di kalangan nelayan dan aktivis pencinta laut yang diprakarsai nelayan Mina Bakti Soansari , masyarakat Desa Les , Yayasan Bahtera Nusantara dan Telapak Indonesia",Sedikitnya 500 keping VCD ( video compact disk ) telah dicetak dan beredar secara cuma-cuma di kalangan nelayan lainnya dan aktivis pencinta laut . VCD itu merupakan salah satu upaya nelayan Mina Bakti Soansari dan masyarakat Desa Les bersama Yayasan Bahtera Nusantara dan Telapak Indonesia mengajak sesama nelayan ikan hias lainnya untuk mulai ramah lingkungan .,"['B', 'I', 'I', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",sedikitnya 500 keping
141,"Di provinsi manakah , lokasi kota Pelaihari","Pelaihari , Kompas - Unjuk rasa sekitar 1.000 warga di Gedung Dewan Perwakilan Rakyat Daerah Kabupaten Tanah Laut , Kalimantan Selatan , di Pelaihari , Rabu ( 7/9 ) , berakhir rusuh . Massa merusak Gedung DPRD , Kepolisian Resor , dan Pengadilan Negeri . Massa menuntut izin pemanfaatan limbah kayu ulin .","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B', 'I', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",[SEP]
142,"Tanggal berapakah , Dr Johny Setiawan melaporkan penemuan planet ekstrasolar pada APRIM 2005 di Nusa Dua , Bali","Nusa Dua , Kompas - Dr Johny Setiawan , astronom asal Indonesia yang kini bekerja di Institut Astronomi Max Planck di Jerman , melaporkan penemuan planet di luar tata surya pada hari ketiga pertemuan astronomi Asia-Pasifik APRIM 2005 di Nusa Dua , Bali , Kamis ( 28/7 ) kemarin .","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B', 'O', 'O', 'O']",astronom asal indonesia yang kini bekerja di institut astronomi max planck di jerman
143,"kapan Saddam Hussein , mantan orang kuat di Irak , diadili","Kemarin , Rabu tanggal 19 Oktober 2005 , Saddam Hussein , mantan orang kuat di Irak , diadili . Empat hari sebelumnya , 15 Oktober 2005 , Irak menggelar referendum terhadap rancangan konstitusi .","['O', 'O', 'O', 'O', 'B', 'I', 'I', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",Tidak ditemukan
144,"Kapan diadakannya pesta olahraga Women's Islamic Games ( WIG ) IV di Teheran , Iran ?","Jakarta , Kompas - Kontingen Indonesia berharap karate dan taekwondo dapat menyumbangkan medali di pesta olahraga Women's Islamic Games ( WIG ) IV di Teheran , Iran , 20-29 September . Indonesia mengirim 34 atlet dari enam cabang olahraga , yakni atletik , bulu tangkis , karate , panahan , taekwondo , dan tenis .","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B', 'I', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",20 - 29 september
145,Kapankah kontrak Grup Radja dengan Malta berakhir ?,"Begitu kontrak dengan Malta berakhir Desember 2004 , EMI dan Radja bernegosiasi . Hasilnya , EMI mengemas ulang album Radja dalam Langkah Baru . Materi lagu sama dengan album Manusia Biasa , ditambah tiga lagu baru , yaitu Tulus , Bulan , dan Tak Kan Melupakanmu .","['O', 'O', 'O', 'O', 'O', 'B', 'I', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",desember 2004
146,Apakah nama topan yang menyerang New Orleans pada Agustus 2005 ?,"Seakan ingin menumpahkan segala kemarahannya , Mugabe juga menyebut AS sebagai negara yang rasis dan diskriminatif terhadap warga kulit hitam di negara itu . Dia menunjuk bukti banyaknya warga kulit hitam korban topan Katrina di New Orleans yang ditelantarkan selama berhari-hari .","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",ditelantarkan selama berhari - hari
